Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
-1762630397306936,0401E452,true,Rx,0,8,01,63,26,03,00,00,F3,FA,
-1762630397306808,0401E452,true,Rx,0,8,00,63,49,FD,FF,FF,61,F8,
-1762630397305272,0401E481,true,Rx,0,4,11,01,FA,FE,00,00,00,00,
-1762630397305144,0401E481,true,Rx,0,4,11,00,A6,FF,00,00,00,00,
-1762630397305059,0401E481,true,Rx,0,4,12,00,CD,FE,00,00,00,00,
-1762630397304931,0401E481,true,Rx,0,4,12,01,3F,FF,00,00,00,00,
-1762630397300281,04072001,true,Rx,0,4,01,01,01,00,00,00,00,00,
-1762630397296697,0405C40F,true,Rx,0,8,00,01,36,39,92,23,C6,13,
-1762630397296569,0405C42F,true,Rx,0,8,00,64,9E,24,98,FF,92,00,
-1762630397296441,0405C40F,true,Rx,0,8,01,01,61,37,6D,28,EA,16,
-1762630397296270,0405C42F,true,Rx,0,8,01,64,C7,23,B2,FF,CD,00,
-1762630397296185,0405C52F,true,Rx,0,5,00,3E,FF,C0,FF,00,00,00,
-1762630397296014,0405C40F,true,Rx,0,8,02,01,E6,36,4E,2C,2F,19,
-1762630397295886,0405C42F,true,Rx,0,8,02,64,57,24,A2,FF,46,00,
-1762630397295801,0405C52F,true,Rx,0,5,02,0C,00,17,00,00,00,00,
-1762630397295673,0405C52F,true,Rx,0,5,01,62,00,4F,FF,00,00,00,
-1762630397294905,0405C410,true,Rx,0,8,00,01,6A,3F,21,3B,AF,25,
-1762630397294734,0405C430,true,Rx,0,8,00,64,D6,27,F7,FC,B3,FE,
-1762630397294606,0405C410,true,Rx,0,8,01,01,3F,3F,74,38,80,22,
-1762630397294478,0405C430,true,Rx,0,8,01,64,0F,27,EF,FC,CD,00,
-1762630397294350,0405C530,true,Rx,0,5,00,77,FF,B9,FF,00,00,00,
-1762630397294222,0405C410,true,Rx,0,8,02,01,1E,3F,47,35,97,1F,
-1762630397294052,0405C430,true,Rx,0,8,02,64,05,28,7A,FD,48,FD,
-1762630397293966,0405C530,true,Rx,0,5,02,84,02,06,01,00,00,00,
-1762630397293838,0405C530,true,Rx,0,5,01,61,01,7F,FE,00,00,00,
-1762630397293540,0401E411,true,Rx,0,7,00,05,DF,00,A1,FF,01,00,
-1762630397293412,0401E411,true,Rx,0,7,01,05,C3,FF,E3,FE,01,00,
-1762630397293284,0401E451,true,Rx,0,8,00,72,53,03,00,00,BB,FB,
-1762630397293156,0401E451,true,Rx,0,8,01,72,93,FE,FF,FF,FC,FC,
-1762630397291492,040A2012,true,Rx,0,8,46,00,1D,FF,E0,04,72,E9,
-1762630397291321,04056412,true,Rx,0,8,FE,FF,FA,FF,FC,01,72,E9,
-1762630397289870,040A2011,true,Rx,0,8,D1,FF,EA,FF,67,04,75,E9,
-1762630397289700,04056411,true,Rx,0,8,FD,FF,02,00,BA,00,75,E9,
-1762630397287225,0401E412,true,Rx,0,7,00,05,5F,00,CB,FE,01,00,
-1762630397287097,0401E412,true,Rx,0,7,01,05,21,00,34,FF,01,00,
-1762630397286926,0401E452,true,Rx,0,8,01,77,24,03,00,00,FB,FA,
-1762630397286798,0401E452,true,Rx,0,8,00,77,46,FD,FF,FF,62,F8,
-1762630397285689,0405200C,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630397285177,0401E481,true,Rx,0,4,11,01,FA,FE,00,00,00,00,
-1762630397285092,0401E481,true,Rx,0,4,11,00,A6,FF,00,00,00,00,
-1762630397284964,0401E481,true,Rx,0,4,12,00,CD,FE,00,00,00,00,
-1762630397284879,0401E481,true,Rx,0,4,12,01,3F,FF,00,00,00,00,
-1762630397284239,04030C82,true,Rx,0,4,00,01,00,00,00,00,00,00,
-1762630397284068,04030CE2,true,Rx,0,8,8D,00,00,00,C2,64,1E,67,
-1762630397282361,0405200B,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630397273572,0401E411,true,Rx,0,7,00,05,D2,00,A0,FF,01,00,
-1762630397273444,0401E411,true,Rx,0,7,01,05,CE,FF,EB,FE,01,00,
-1762630397273316,0401E451,true,Rx,0,8,01,86,91,FE,FF,FF,07,FD,
-1762630397273146,0401E451,true,Rx,0,8,00,86,52,03,00,00,BF,FB,
-1762630397271524,040A2012,true,Rx,0,8,38,00,8E,00,61,03,86,E9,
-1762630397271396,04056412,true,Rx,0,8,FD,FF,FA,FF,F9,01,86,E9,
-1762630397269860,040A2011,true,Rx,0,8,17,00,E2,FF,B6,03,89,E9,
-1762630397269732,04056411,true,Rx,0,8,FD,FF,04,00,B6,00,89,E9,
-1762630397267173,0401E412,true,Rx,0,7,00,05,5A,00,C7,FE,01,00,
-1762630397267045,0401E412,true,Rx,0,7,01,05,23,00,41,FF,01,00,
-1762630397266917,0401E452,true,Rx,0,8,01,8B,21,03,00,00,FA,FA,
-1762630397266789,0401E452,true,Rx,0,8,00,8B,42,FD,FF,FF,66,F8,
-1762630397265253,0401E481,true,Rx,0,4,11,01,FA,FE,00,00,00,00,
-1762630397265167,0401E481,true,Rx,0,4,11,00,A6,FF,00,00,00,00,
-1762630397265039,0401E481,true,Rx,0,4,12,00,CD,FE,00,00,00,00,
-1762630397264954,0401E481,true,Rx,0,4,12,01,3F,FF,00,00,00,00,
-1762630397259664,0405240A,true,Rx,0,3,41,FE,00,00,00,00,00,00,
-1762630397259365,0405200D,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630397258469,0405200E,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630397253562,0401E411,true,Rx,0,7,00,05,BD,00,98,FF,01,00,
-1762630397253434,0401E411,true,Rx,0,7,01,05,E3,FF,0B,FF,01,00,
-1762630397253306,0401E451,true,Rx,0,8,00,9A,51,03,00,00,C9,FB,
-1762630397253136,0401E451,true,Rx,0,8,01,9A,8F,FE,FF,FF,FB,FC,
-1762630397253050,04048421,true,Rx,0,0,00,00,00,00,00,00,00,00,
-1762630397251515,040A2012,true,Rx,0,8,24,00,32,00,F1,03,9A,E9,
-1762630397251387,04056412,true,Rx,0,8,FA,FF,FA,FF,F5,01,9A,E9,
-1762630397250277,04072001,true,Rx,0,4,01,01,01,00,00,00,00,00,
-1762630397249851,040A2011,true,Rx,0,8,FF,FF,F5,FF,08,04,9D,E9,
-1762630397249680,04056411,true,Rx,0,8,FD,FF,03,00,B2,00,9D,E9,
-1762630397247205,0401E412,true,Rx,0,7,00,05,6E,00,C9,FE,01,00,
-1762630397247077,0401E412,true,Rx,0,7,01,05,1E,00,46,FF,01,00,
-1762630397246907,0401E452,true,Rx,0,8,01,9F,1F,03,00,00,F5,FA,
-1762630397246779,0401E432,true,Rx,0,6,00,00,00,00,00,00,00,00,
-1762630397246651,0401E432,true,Rx,0,6,01,00,00,00,00,00,00,00,
-1762630397246523,0401E452,true,Rx,0,8,00,9F,3F,FD,FF,FF,69,F8,
-1762630397246395,0405C40F,true,Rx,0,8,00,01,30,39,A1,23,78,14,
-1762630397246267,0405C42F,true,Rx,0,8,00,64,E3,24,F6,FF,87,00,
-1762630397246096,0405C40F,true,Rx,0,8,01,01,61,37,36,28,5E,17,
-1762630397245968,0405C42F,true,Rx,0,8,01,64,D7,23,7F,00,62,00,
-1762630397245883,0405C52F,true,Rx,0,5,01,B6,FF,66,FF,00,00,00,
-1762630397245712,0405C40F,true,Rx,0,8,02,01,EF,36,F2,2C,89,19,
-1762630397245584,0405C42F,true,Rx,0,8,02,64,63,24,E1,FF,51,00,
-1762630397245456,0405C52F,true,Rx,0,5,02,D8,FF,CC,FF,00,00,00,
-1762630397245371,0405C52F,true,Rx,0,5,00,4C,FF,C2,FF,00,00,00,
-1762630397244901,0405C410,true,Rx,0,8,00,01,E8,3F,6B,3B,7F,25,
-1762630397244773,0401E481,true,Rx,0,4,11,01,F9,FE,00,00,00,00,
-1762630397244688,0401E481,true,Rx,0,4,11,00,A3,FF,00,00,00,00,
-1762630397244560,0401E481,true,Rx,0,4,12,01,44,FF,00,00,00,00,
-1762630397244475,0401E481,true,Rx,0,4,12,00,C8,FE,00,00,00,00,
-1762630397244304,0405C410,true,Rx,0,8,01,01,B0,3F,A1,38,15,23,
-1762630397244176,0405C430,true,Rx,0,8,00,64,3C,28,36,FD,0D,01,
-1762630397244048,0405C430,true,Rx,0,8,01,64,23,28,5E,FB,7F,03,
-1762630397243920,0405C530,true,Rx,0,5,00,5B,FE,89,01,00,00,00,
-1762630397243792,0405C410,true,Rx,0,8,02,01,8E,3F,80,35,08,1F,
-1762630397243664,0405C430,true,Rx,0,8,02,64,6F,28,95,FC,52,01,
-1762630397243536,0405C530,true,Rx,0,5,01,FE,FC,9C,FC,00,00,00,
-1762630397243408,0405C530,true,Rx,0,5,02,FE,FD,C7,FF,00,00,00,
-1762630397241275,04098C31,true,Rx,0,3,00,84,09,00,00,00,00,00,
-1762630397241190,04098C51,true,Rx,0,3,00,E5,00,00,00,00,00,00,
-1762630397239142,0405280B,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630397238288,0405280C,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630397235942,1C0000CA,true,Rx,0,8,02,FD,09,00,00,10,2B,80,
-1762630397235814,1C0000CA,true,Rx,0,5,00,D5,16,40,03,00,00,00,
-1762630397233809,1C000146,true,Rx,0,8,02,FD,09,00,00,10,2B,80,
-1762630397233681,1C000146,true,Rx,0,5,00,D5,17,1E,03,00,00,00,
-1762630397233553,0401E411,true,Rx,0,7,00,05,CD,00,98,FF,01,00,
-1762630397233382,0401E411,true,Rx,0,7,01,05,DD,FF,02,FF,01,00,
-1762630397233254,0401E451,true,Rx,0,8,01,AE,8D,FE,FF,FF,F5,FC,
-1762630397233126,0401E431,true,Rx,0,6,00,00,00,00,00,00,00,00,
-1762630397232998,0401E431,true,Rx,0,6,01,00,00,00,00,00,00,00,
-1762630397232870,0401E451,true,Rx,0,8,00,AE,51,03,00,00,D1,FB,
-1762630397231462,040A2012,true,Rx,0,8,F0,FF,23,00,B3,03,AE,E9,
-1762630397231334,04056412,true,Rx,0,8,FC,FF,FA,FF,F0,01,AE,E9,
-1762630397229883,040A2011,true,Rx,0,8,99,FF,04,00,AE,03,B1,E9,
-1762630397229713,04056411,true,Rx,0,8,FC,FF,03,00,AE,00,B1,E9,
-1762630397227195,0401E412,true,Rx,0,7,00,05,6F,00,D3,FE,01,00,
-1762630397227067,0401E412,true,Rx,0,7,01,05,32,00,52,FF,01,00,
-1762630397226939,0401E452,true,Rx,0,8,00,B3,3B,FD,FF,FF,61,F8,
-1762630397226769,0401E452,true,Rx,0,8,01,B3,1D,03,00,00,EB,FA,
-1762630397225062,0401E481,true,Rx,0,4,11,01,F9,FE,00,00,00,00,
-1762630397224977,0401E481,true,Rx,0,4,11,00,A3,FF,00,00,00,00,
-1762630397224849,0401E481,true,Rx,0,4,12,00,C8,FE,00,00,00,00,
-1762630397224764,0401E481,true,Rx,0,4,12,01,44,FF,00,00,00,00,
-1762630397223740,1C0000D5,true,Rx,0,8,02,FD,09,00,00,0F,2B,80,
-1762630397223612,1C0000D5,true,Rx,0,5,00,77,16,40,03,00,00,00,
-1762630397222033,1C0002A6,true,Rx,0,8,02,FD,09,00,00,0F,2B,80,
-1762630397221948,1C0002A6,true,Rx,0,5,00,77,17,1E,03,00,00,00,
-1762630397217255,1C0000C1,true,Rx,0,8,02,FD,09,00,00,12,27,80,
-1762630397217127,1C0000C1,true,Rx,0,5,00,69,16,40,03,00,00,00,
-1762630397215079,1C000026,true,Rx,0,8,02,FD,09,00,00,12,27,80,
-1762630397214951,1C000026,true,Rx,0,5,00,69,17,1E,03,00,00,00,
-1762630397213585,0401E411,true,Rx,0,7,00,05,E7,00,A3,FF,01,00,
-1762630397213457,0401E411,true,Rx,0,7,01,05,DD,FF,0B,FF,01,00,
-1762630397213287,0401E451,true,Rx,0,8,00,C2,50,03,00,00,D1,FB,
-1762630397213159,0401E451,true,Rx,0,8,01,C2,8A,FE,FF,FF,E8,FC,
-1762630397211495,040A2012,true,Rx,0,8,DB,FF,1E,00,27,04,C2,E9,
-1762630397211367,04056412,true,Rx,0,8,FE,FF,FA,FF,EB,01,C2,E9,
-1762630397209873,040A2011,true,Rx,0,8,F8,FF,1E,00,71,03,C5,E9,
-1762630397209745,04056411,true,Rx,0,8,FC,FF,02,00,A9,00,C5,E9,
-1762630397209617,040D6863,true,Rx,0,6,00,00,00,00,00,01,00,00,
-1762630397207612,0405240A,true,Rx,0,3,40,FE,00,00,00,00,00,00,
-1762630397207527,040D6843,true,Rx,0,3,00,00,00,00,00,00,00,00,
-1762630397207186,0401E412,true,Rx,0,7,00,05,66,00,CE,FE,01,00,
-1762630397207058,0401E412,true,Rx,0,7,01,05,4B,00,56,FF,01,00,
-1762630397206930,0401E452,true,Rx,0,8,01,C7,1B,03,00,00,DE,FA,
-1762630397206802,0401E452,true,Rx,0,8,00,C7,38,FD,FF,FF,5D,F8,
-1762630397206716,0405200C,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630397205479,040D6863,true,Rx,0,6,01,00,00,00,00,01,00,00,
-1762630397205180,0401E481,true,Rx,0,4,11,01,F9,FE,00,00,00,00,
-1762630397205095,0401E481,true,Rx,0,4,11,00,A4,FF,00,00,00,00,
-1762630397204967,0401E481,true,Rx,0,4,12,00,C8,FE,00,00,00,00,
-1762630397204882,0401E481,true,Rx,0,4,12,01,44,FF,00,00,00,00,
-1762630397204626,1C0000C2,true,Rx,0,8,02,FD,09,00,00,11,27,80,
-1762630397204498,1C0000C2,true,Rx,0,5,00,E1,16,40,03,00,00,00,
-1762630397203559,040D6843,true,Rx,0,3,01,00,00,00,00,00,00,00,
-1762630397203303,0405200B,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630397202962,1C000046,true,Rx,0,8,02,FD,09,00,00,11,27,80,
-1762630397202834,1C000046,true,Rx,0,5,00,E1,17,1E,03,00,00,00,
-1762630397200317,04072001,true,Rx,0,4,01,01,01,00,00,00,00,00,
-1762630397196690,0405C40F,true,Rx,0,8,00,01,29,39,0A,24,D1,14,
-1762630397196519,0405C42F,true,Rx,0,8,00,64,B3,24,34,00,82,00,
-1762630397196391,0405C40F,true,Rx,0,8,01,01,6D,37,7C,28,6E,17,
-1762630397196263,0405C42F,true,Rx,0,8,01,64,C9,23,8C,00,49,00,
-1762630397196135,0405C52F,true,Rx,0,5,00,53,FF,90,FF,00,00,00,
-1762630397196007,0405C40F,true,Rx,0,8,02,01,F4,36,4D,2D,EF,19,
-1762630397195879,0405C42F,true,Rx,0,8,02,64,73,24,10,00,4B,00,
-1762630397195751,0405C52F,true,Rx,0,5,02,C5,FF,D9,FF,00,00,00,
-1762630397195666,0405C52F,true,Rx,0,5,01,74,FF,67,FF,00,00,00,
-1762630397195239,04030C82,true,Rx,0,4,00,01,00,00,00,00,00,00,
-1762630397195069,04030CE2,true,Rx,0,8,8D,00,00,00,C2,64,1E,67,
-1762630397194855,0405C410,true,Rx,0,8,00,01,1E,40,64,3B,A1,25,
-1762630397194770,0405C430,true,Rx,0,8,00,64,57,28,36,FD,57,01,
-1762630397194642,0405C530,true,Rx,0,5,00,1C,00,D6,01,00,00,00,
-1762630397194514,0405C410,true,Rx,0,8,01,01,05,40,59,38,AF,23,
-1762630397194386,0405C430,true,Rx,0,8,01,64,7A,28,B6,FA,3D,03,
-1762630397194215,0405C410,true,Rx,0,8,02,01,C7,3F,29,35,57,1F,
-1762630397194087,0405C430,true,Rx,0,8,02,64,8A,28,48,FC,FD,01,
-1762630397193959,0405C530,true,Rx,0,5,01,50,00,F1,FA,00,00,00,
-1762630397193874,0405C530,true,Rx,0,5,02,6D,01,B6,FD,00,00,00,
-1762630397193533,0401E411,true,Rx,0,7,00,05,E5,00,AC,FF,01,00,
-1762630397193405,0401E411,true,Rx,0,7,01,05,D7,FF,0E,FF,01,00,
-1762630397193277,0401E451,true,Rx,0,8,00,D6,4F,03,00,00,CB,FB,
-1762630397193149,0401E451,true,Rx,0,8,01,D6,88,FE,FF,FF,D9,FC,
-1762630397191485,040A2012,true,Rx,0,8,0B,00,75,FF,40,03,D6,E9,
-1762630397191357,04056412,true,Rx,0,8,FE,FF,FB,FF,E6,01,D6,E9,
-1762630397189608,040A2011,true,Rx,0,8,6A,00,E8,FF,1E,04,D9,E9,
-1762630397189480,04056411,true,Rx,0,8,FC,FF,01,00,A4,00,D9,E9,
-1762630397189181,1C00005A,true,Rx,0,8,02,FD,11,00,04,01,28,80,
-1762630397189010,1C00005A,true,Rx,0,8,01,CD,00,48,C6,14,03,00,
-1762630397188925,1C00005A,true,Rx,0,5,01,00,00,DF,03,00,00,00,
-1762630397187986,1C000342,true,Rx,0,8,02,FD,11,00,04,01,28,80,
-1762630397187858,1C000342,true,Rx,0,8,01,CD,01,48,C6,14,03,00,
-1762630397187730,1C000342,true,Rx,0,5,00,00,00,D0,03,00,00,00,
-1762630397187176,0401E412,true,Rx,0,7,00,05,60,00,D5,FE,01,00,
-1762630397187048,0401E412,true,Rx,0,7,01,05,41,00,50,FF,01,00,
-1762630397186920,0401E452,true,Rx,0,8,01,DB,19,03,00,00,D5,FA,
-1762630397186792,0401E452,true,Rx,0,8,00,DB,35,FD,FF,FF,54,F8,
-1762630397185128,0401E481,true,Rx,0,4,11,01,F9,FE,00,00,00,00,
-1762630397185042,0401E481,true,Rx,0,4,11,00,A4,FF,00,00,00,00,
-1762630397184914,0401E481,true,Rx,0,4,12,00,C8,FE,00,00,00,00,
-1762630397184829,0401E481,true,Rx,0,4,12,01,44,FF,00,00,00,00,
-1762630397180563,0405200D,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630397180477,0405200E,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630397173566,0401E411,true,Rx,0,7,00,05,DE,00,AA,FF,01,00,
-1762630397173438,0401E411,true,Rx,0,7,01,05,D9,FF,EE,FE,01,00,
-1762630397173267,0401E451,true,Rx,0,8,00,EA,4E,03,00,00,C7,FB,
-1762630397173139,0401E451,true,Rx,0,8,01,EA,85,FE,FF,FF,E1,FC,
-1762630397171475,040A2012,true,Rx,0,8,CD,FF,DC,FF,D6,03,EA,E9,
-1762630397171347,04056412,true,Rx,0,8,FE,FF,FA,FF,E3,01,EA,E9,
-1762630397169726,040A2011,true,Rx,0,8,A9,FF,21,00,92,03,ED,E9,
-1762630397169555,04056411,true,Rx,0,8,FC,FF,02,00,9F,00,ED,E9,
-1762630397167208,0401E412,true,Rx,0,7,00,05,6E,00,CA,FE,01,00,
-1762630397167038,0401E412,true,Rx,0,7,01,05,33,00,4C,FF,01,00,
-1762630397166910,0401E452,true,Rx,0,8,01,EF,17,03,00,00,CF,FA,
-1762630397166782,0401E452,true,Rx,0,8,00,EF,31,FD,FF,FF,53,F8,
-1762630397165203,0401E481,true,Rx,0,4,11,01,F9,FE,00,00,00,00,
-1762630397165118,0401E481,true,Rx,0,4,11,00,A4,FF,00,00,00,00,
-1762630397164990,0401E481,true,Rx,0,4,12,00,C8,FE,00,00,00,00,
-1762630397164905,0401E481,true,Rx,0,4,12,01,44,FF,00,00,00,00,
-1762630397159443,0405240A,true,Rx,0,3,43,FE,00,00,00,00,00,00,
-1762630397153556,0401E411,true,Rx,0,7,00,05,DD,00,AB,FF,01,00,
-1762630397153428,0401E411,true,Rx,0,7,01,05,D1,FF,F4,FE,01,00,
-1762630397153300,0401E451,true,Rx,0,8,00,FE,4D,03,00,00,C2,FB,
-1762630397153129,0401E451,true,Rx,0,8,01,FE,83,FE,FF,FF,E4,FC,
-1762630397151465,040A2012,true,Rx,0,8,34,00,32,00,1E,04,FE,E9,
-1762630397151337,04056412,true,Rx,0,8,FE,FF,FA,FF,DF,01,FE,E9,
-1762630397150313,04072001,true,Rx,0,4,01,01,01,00,00,00,00,00,
-1762630397149844,040A2011,true,Rx,0,8,7F,FF,16,00,05,04,01,EA,
-1762630397149716,04056411,true,Rx,0,8,FC,FF,03,00,9A,00,01,EA,
-1762630397147199,0401E412,true,Rx,0,7,00,05,79,00,CF,FE,01,00,
-1762630397147071,0401E412,true,Rx,0,7,01,05,26,00,3E,FF,01,00,
-1762630397146943,0401E452,true,Rx,0,8,01,03,15,03,00,00,D3,FA,
-1762630397146815,0401E432,true,Rx,0,6,00,00,00,00,00,00,00,00,
-1762630397146687,0401E432,true,Rx,0,6,01,00,00,00,00,00,00,00,
-1762630397146516,0401E452,true,Rx,0,8,00,03,2E,FD,FF,FF,4E,F8,
-1762630397146388,0405C40F,true,Rx,0,8,00,01,1F,39,3F,24,F5,14,
-1762630397146260,0405C42F,true,Rx,0,8,00,64,DE,24,53,00,7F,00,
-1762630397146132,0405C40F,true,Rx,0,8,01,01,71,37,B8,28,7E,17,
-1762630397145961,0405C42F,true,Rx,0,8,01,64,BA,23,43,FF,97,00,
-1762630397145876,0405C52F,true,Rx,0,5,01,50,FF,83,00,00,00,00,
-1762630397145705,0405C40F,true,Rx,0,8,02,01,F2,36,83,2D,22,1A,
-1762630397145577,0405C42F,true,Rx,0,8,02,64,7B,24,21,00,48,00,
-1762630397145492,0405C52F,true,Rx,0,5,02,BF,FF,E0,FF,00,00,00,
-1762630397145364,0405C52F,true,Rx,0,5,00,DB,FF,77,FF,00,00,00,
-1762630397145151,0401E481,true,Rx,0,4,11,01,F9,FE,00,00,00,00,
-1762630397145023,0401E481,true,Rx,0,4,11,00,A2,FF,00,00,00,00,
-1762630397144937,0401E481,true,Rx,0,4,12,00,C7,FE,00,00,00,00,
-1762630397144852,0401E481,true,Rx,0,4,12,01,45,FF,00,00,00,00,
-1762630397144681,0405C410,true,Rx,0,8,00,01,99,40,06,3B,74,25,
-1762630397144553,0405C430,true,Rx,0,8,00,64,6B,28,65,FD,CE,FE,
-1762630397144425,0405C410,true,Rx,0,8,01,01,75,40,2B,38,35,22,
-1762630397144255,0405C430,true,Rx,0,8,01,64,44,28,81,FF,15,01,
-1762630397144169,0405C530,true,Rx,0,5,01,FD,02,7E,FA,00,00,00,
-1762630397144041,0405C410,true,Rx,0,8,02,01,1E,40,7E,34,7C,1F,
-1762630397143871,0405C430,true,Rx,0,8,02,64,25,28,8C,FE,68,FF,
-1762630397143785,0405C530,true,Rx,0,5,02,31,03,F5,FC,00,00,00,
-1762630397143657,0405C530,true,Rx,0,5,00,C7,01,93,02,00,00,00,
-1762630397142249,0405280C,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630397142164,0405280B,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630397141311,04098C31,true,Rx,0,3,00,83,09,00,00,00,00,00,
-1762630397141225,04098C51,true,Rx,0,3,00,AA,00,00,00,00,00,00,
-1762630397139220,1C0003FA,true,Rx,0,8,02,FD,1F,00,00,00,00,00,
-1762630397139092,1C0003FA,true,Rx,0,8,00,E2,14,02,01,28,80,33,
-1762630397138922,1C0003FA,true,Rx,0,8,00,00,00,57,69,66,69,42,
-1762630397138794,1C0003FA,true,Rx,0,8,6C,65,44,6F,6E,67,6C,65,
-1762630397138708,1C0003FA,true,Rx,0,3,00,3C,03,00,00,00,00,00,
-1762630397133546,0401E411,true,Rx,0,7,00,05,C3,00,AB,FF,01,00,
-1762630397133418,0401E411,true,Rx,0,7,01,05,C9,FF,EE,FE,01,00,
-1762630397133247,0401E451,true,Rx,0,8,00,12,4D,03,00,00,BC,FB,
-1762630397133119,0401E431,true,Rx,0,6,00,00,00,00,00,00,00,00,
-1762630397133034,0401E431,true,Rx,0,6,01,00,00,00,00,00,00,00,
-1762630397132863,0401E451,true,Rx,0,8,01,12,81,FE,FF,FF,EC,FC,
-1762630397131455,040A2012,true,Rx,0,8,DC,FF,47,00,F8,02,12,EA,
-1762630397131327,04056412,true,Rx,0,8,FD,FF,FC,FF,DB,01,12,EA,
-1762630397129877,040A2011,true,Rx,0,8,EC,FF,30,00,75,03,15,EA,
-1762630397129749,04056411,true,Rx,0,8,FD,FF,03,00,96,00,15,EA,
-1762630397127914,0405200C,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630397127231,0401E412,true,Rx,0,7,00,05,7D,00,D5,FE,01,00,
-1762630397127103,0401E412,true,Rx,0,7,01,05,22,00,40,FF,01,00,
-1762630397126933,0401E452,true,Rx,0,8,01,17,13,03,00,00,D6,FA,
-1762630397126805,0401E452,true,Rx,0,8,00,17,2B,FD,FF,FF,44,F8,
-1762630397125226,1C00015A,true,Rx,0,8,02,FD,09,00,07,01,28,80,
-1762630397125098,1C00015A,true,Rx,0,5,00,D7,16,40,03,00,00,00,
-1762630397124885,0401E481,true,Rx,0,4,11,01,F9,FE,00,00,00,00,
-1762630397124799,0401E481,true,Rx,0,4,11,00,A2,FF,00,00,00,00,
-1762630397124671,0401E481,true,Rx,0,4,12,00,C7,FE,00,00,00,00,
-1762630397124543,0401E481,true,Rx,0,4,12,01,45,FF,00,00,00,00,
-1762630397124458,0405200B,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630397123776,1C00034A,true,Rx,0,8,02,FD,09,00,07,01,28,80,
-1762630397123648,1C00034A,true,Rx,0,5,00,D7,17,1E,03,00,00,00,
-1762630397118314,1C0002BA,true,Rx,0,8,02,FD,09,00,06,01,28,80,
-1762630397118186,1C0002BA,true,Rx,0,5,00,1A,16,40,03,00,00,00,
-1762630397117290,1C00003A,true,Rx,0,8,02,FD,09,00,0C,01,28,80,
-1762630397117205,1C00003A,true,Rx,0,5,00,A7,16,40,03,00,00,00,
-1762630397116693,1C000355,true,Rx,0,8,02,FD,09,00,06,01,28,80,
-1762630397116565,1C000355,true,Rx,0,5,00,1A,17,1E,03,00,00,00,
-1762630397116309,1C000341,true,Rx,0,8,02,FD,09,00,0C,01,28,80,
-1762630397116224,1C000341,true,Rx,0,5,00,A7,17,1E,03,00,00,00,
-1762630397113579,0401E411,true,Rx,0,7,00,05,CB,00,A6,FF,01,00,
-1762630397113408,0401E411,true,Rx,0,7,01,05,C9,FF,FA,FE,01,00,
-1762630397113280,0401E451,true,Rx,0,8,00,26,4C,03,00,00,B9,FB,
-1762630397113152,0401E451,true,Rx,0,8,01,26,7E,FE,FF,FF,EC,FC,
-1762630397111488,040A2012,true,Rx,0,8,C2,FF,2D,00,9C,04,26,EA,
-1762630397111360,04056412,true,Rx,0,8,FC,FF,FC,FF,D9,01,26,EA,
-1762630397109909,040A2011,true,Rx,0,8,F2,FF,EB,FF,D0,03,29,EA,
-1762630397109739,04056411,true,Rx,0,8,FD,FF,05,00,92,00,29,EA,
-1762630397109653,0405240A,true,Rx,0,3,41,FE,00,00,00,00,00,00,
-1762630397107179,0401E412,true,Rx,0,7,00,05,81,00,CB,FE,01,00,
-1762630397107051,0401E412,true,Rx,0,7,01,05,1F,00,29,FF,01,00,
-1762630397106923,0401E452,true,Rx,0,8,01,2B,10,03,00,00,EB,FA,
-1762630397106752,0401E452,true,Rx,0,8,00,2B,27,FD,FF,FF,41,F8,
-1762630397106283,04030C82,true,Rx,0,4,00,01,00,00,00,00,00,00,
-1762630397106112,04030CE2,true,Rx,0,8,8D,00,00,00,C2,64,1E,67,
-1762630397105302,0401E481,true,Rx,0,4,11,01,F9,FE,00,00,00,00,
-1762630397105174,0401E481,true,Rx,0,4,11,00,A3,FF,00,00,00,00,
-1762630397105088,0401E481,true,Rx,0,4,12,00,C8,FE,00,00,00,00,
-1762630397104960,0401E481,true,Rx,0,4,12,01,44,FF,00,00,00,00,
-1762630397101718,0405200E,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630397101547,0405200D,true,Rx,0,2,00,00,00,00,00,00,00,00,
-1762630397100310,04072001,true,Rx,0,4,01,01,01,00,00,00,00,00,
-1762630397096683,0405C40F,true,Rx,0,8,00,01,1A,39,82,24,07,15,
